Daily_Time_Spent_on_Site,Age,Area_Income,Daily_Internet_Usage,Ad_Topic_Line,Gender,Country,Timestamp,Clicked_on_Ad,Continent,Parent_Country,Hour,Day
40.17,26,63430.33,140.46,Progressive clear-thinking open architecture,Female,United Arab Emirates,2016-03-08 18:00:00,0,Asia,United Arab Emirates,18:00,Tuesday
65.65,41,39799.73,156.48,De-engineered attitude-oriented projection,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
56.16,33,43974.49,196.77,Expanded modular application,Female,Hungary,2016-02-27 20:20:00,1,Europe,Hungary,20:00,Saturday
47.74,40,73882.91,221.98,Synergized coherent interface,Male,Honduras,2016-06-20 08:22:00,0,North America,Honduras,08:00,Monday
78.79,36,73882.91,214.33,Front-line bandwidth-monitored capacity,Male,Senegal,2016-06-20 08:22:00,0,Africa,Senegal,08:00,Monday
51.56,27,14548.06,193.29,Virtual impactful algorithm,Male,Dominican Republic,2016-03-19 11:09:00,0,North America,Dominican Republic,11:00,Saturday
56.39,19,58966.22,163.0,Persistent homogeneous framework,Male,Sri Lanka,2016-02-03 15:15:00,0,Asia,Sri Lanka,15:00,Wednesday
82.07,35,50723.67,259.76,Multi-layered fresh-thinking neural-net,Female,Angola,2016-04-01 16:21:00,0,Africa,Angola,16:00,Friday
43.49,37,23936.86,109.29,Multi-channeled scalable moratorium,Male,Libyan Arab Jamahiriya,2016-06-20 14:20:00,1,Africa,Libya,14:00,Monday
56.16,26,53336.76,131.68,Synergized coherent interface,Male,Madagascar,2016-01-08 19:38:00,0,Africa,Madagascar,19:00,Friday
41.73,28,32252.38,217.37,Sharable reciprocal project,Female,Gabon,2016-05-04 12:06:00,0,Africa,Gabon,12:00,Wednesday
59.51,32,55424.24,172.83,Cross-platform logistical pricing structure,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
78.7,46,33951.63,221.98,Front-line system-worthy flexibility,Male,Switzerland,2016-05-15 18:44:00,1,Europe,Switzerland,18:00,Sunday
47.74,36,50628.31,126.39,Managed zero tolerance concept,Male,Turkey,2016-05-31 23:42:00,1,Asia,Turkey,23:00,Tuesday
55.6,35,73889.99,225.58,Robust uniform framework,Male,French Southern Territories,2016-01-26 02:47:00,1,Antarctica,France,02:00,Tuesday
75.15,33,46868.53,204.02,Focused coherent success,Male,Vanuatu,2016-03-02 04:02:00,0,Oceania,Vanuatu,04:00,Wednesday
82.79,35,73889.99,226.54,Polarized modular function,Male,Moldova,2016-02-11 16:45:00,1,Europe,Moldova,16:00,Thursday
49.21,30,58677.69,172.83,Synchronized systemic hierarchy,Female,Venezuela,2016-05-08 10:25:00,0,South America,Venezuela,10:00,Sunday
56.39,19,40468.53,193.29,Configurable tertiary capability,Female,Estonia,2016-02-28 23:10:00,1,Europe,Estonia,23:00,Sunday
79.52,25,50671.6,241.03,Reactive demand-driven strategy,Female,Micronesia,2016-06-10 00:35:00,1,Oceania,Micronesia,00:00,Friday
75.71,51,41547.62,111.94,Extended context-sensitive monitoring,Male,Saint Lucia,2016-05-08 10:25:00,0,North America,Saint Lucia,10:00,Sunday
83.71,44,64564.07,187.76,Exclusive even-keeled moratorium,Female,Norway,2016-04-21 19:56:00,1,Europe,Norway,19:00,Thursday
47.48,27,66815.54,120.75,Front-line bandwidth-monitored capacity,Female,Ukraine,2016-05-21 01:36:00,0,Europe,Ukraine,01:00,Saturday
86.06,32,55424.24,178.92,Business-focused transitional solution,Male,Ghana,2016-03-31 20:55:00,0,Africa,Ghana,20:00,Thursday
33.33,45,74903.41,174.88,Secured 24hour policy,Female,Taiwan,2016-03-05 12:03:00,1,Asia,Taiwan,12:00,Saturday
81.98,22,52340.1,128.62,Open-source stable paradigm,Female,Samoa,2016-07-05 22:33:00,0,Oceania,Samoa,22:00,Tuesday
68.88,42,60514.05,236.87,Innovative interactive portal,Female,Czech Republic,2016-04-06 11:24:00,1,Europe,Czech Republic,11:00,Wednesday
55.6,35,42993.48,221.18,Total cohesive moratorium,Male,Mayotte,2016-03-18 13:22:00,1,Africa,Mayotte,13:00,Friday
84.98,24,52252.91,178.92,Business-focused transitional solution,Male,Algeria,2016-03-18 13:22:00,0,Africa,Algeria,13:00,Friday
56.39,60,69646.35,218.61,Programmable uniform website,Female,Belgium,2016-03-16 20:19:00,1,Europe,Belgium,20:00,Wednesday
85.84,38,70005.51,197.93,Advanced modular Local Area Network,Female,French Polynesia,2016-05-19 14:30:00,1,Oceania,France,14:00,Thursday
88.04,41,64828.0,236.87,User-friendly grid-enabled analyzer,Female,Cuba,2016-05-19 14:30:00,1,North America,Cuba,14:00,Thursday
59.22,40,57594.7,244.91,Visionary maximized process improvement,Male,Bolivia,2016-03-18 13:00:00,1,South America,Bolivia,13:00,Friday
43.49,27,39193.45,131.29,Configurable tertiary capability,Male,Zimbabwe,2016-03-23 21:06:00,0,Africa,Zimbabwe,21:00,Wednesday
65.65,30,58677.69,219.94,Synchronized systemic hierarchy,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
50.63,31,61067.58,236.87,Optional multi-state hardware,Male,Hong Kong,2016-07-04 23:17:00,0,Asia,Hong Kong,23:00,Monday
40.47,40,38067.08,140.46,Multi-layered user-facing paradigm,Female,El Salvador,2016-02-17 20:22:00,1,North America,El Salvador,20:00,Wednesday
40.17,25,59886.58,165.52,Team-oriented zero-defect initiative,Male,Korea,2016-03-11 06:49:00,0,Asia,South Korea,06:00,Friday
75.42,30,57877.15,111.94,Business-focused transitional solution,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
76.58,33,44174.25,120.75,Focused coherent success,Male,Myanmar,2016-06-07 01:29:00,0,Asia,Myanmar,01:00,Tuesday
41.73,28,71222.4,204.79,Monitored context-sensitive initiative,Female,Zambia,2016-05-30 18:08:00,0,Africa,Zambia,18:00,Monday
76.81,28,71222.4,217.37,Reverse-engineered background Graphic Interface,Female,Australia,2016-05-04 12:06:00,1,Oceania,Australia,12:00,Wednesday
75.42,26,31265.75,140.83,Sharable reciprocal project,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
88.04,44,48335.2,187.76,Up-sized executive moderator,Female,Angola,2016-05-15 13:18:00,0,Africa,Angola,13:00,Sunday
65.59,47,39031.89,195.69,Organic logistical adapter,Male,Netherlands,2016-03-22 06:41:00,1,Europe,Netherlands,06:00,Tuesday
88.04,38,70582.55,206.98,Face-to-face mission-critical definition,Male,Finland,2016-04-04 22:00:00,0,Europe,Finland,22:00,Monday
40.47,29,56113.37,112.72,Digitized zero-defect implementation,Female,Brazil,2016-06-03 01:14:00,0,South America,Brazil,01:00,Friday
73.72,36,32549.95,109.07,Grass-roots solution-oriented conglomeration,Male,French Polynesia,2016-04-27 04:28:00,1,Oceania,France,04:00,Wednesday
80.99,26,44248.52,221.98,Visionary asymmetric encryption,Male,Madagascar,2016-02-28 23:54:00,0,Africa,Madagascar,23:00,Sunday
46.61,41,55121.65,126.39,Synergistic reciprocal attitude,Female,Honduras,2016-05-27 08:53:00,1,North America,Honduras,08:00,Friday
60.23,22,61009.1,198.45,Focused coherent success,Male,Eritrea,2016-02-06 17:48:00,0,Africa,Eritrea,17:00,Saturday
35.61,37,67132.46,258.62,Vision-oriented attitude-oriented Internet solution,Female,Netherlands,2016-07-23 04:04:00,1,Europe,Netherlands,04:00,Saturday
81.58,41,57846.68,126.39,Synergistic reciprocal attitude,Male,Turkey,2016-05-31 23:42:00,1,Asia,Turkey,23:00,Tuesday
37.0,30,58677.69,219.94,Synchronized systemic hierarchy,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
59.88,26,46033.73,207.17,De-engineered tertiary secured line,Male,Singapore,2016-06-21 14:32:00,0,Asia,Singapore,14:00,Tuesday
54.43,37,61228.96,258.62,Cloned object-oriented benchmark,Female,Micronesia,2016-05-08 22:24:00,1,Oceania,Micronesia,22:00,Sunday
41.73,31,61840.26,207.17,Sharable reciprocal project,Male,Slovenia,2016-06-16 02:01:00,0,Europe,Slovenia,02:00,Thursday
55.6,35,42993.48,221.18,Total cohesive moratorium,Male,Luxembourg,2016-01-26 02:47:00,1,Europe,Luxembourg,02:00,Tuesday
41.73,28,71222.4,221.94,Phased hybrid superstructure,Female,Czech Republic,2016-05-06 21:07:00,1,Europe,Czech Republic,21:00,Friday
41.73,28,67132.46,217.37,Cross-group non-volatile secured line,Female,Gabon,2016-01-08 22:47:00,0,Africa,Gabon,22:00,Friday
41.73,28,67301.39,217.37,Managed zero tolerance concept,Male,Luxembourg,2016-02-14 10:06:00,1,Europe,Luxembourg,10:00,Sunday
78.64,39,49282.87,258.62,Seamless cohesive conglomeration,Male,Belize,2016-02-09 07:21:00,1,North America,Belize,07:00,Tuesday
62.26,32,70505.06,221.21,Profound maximized workforce,Female,Fiji,2016-05-24 13:30:00,1,Oceania,Fiji,13:00,Tuesday
51.24,36,61610.05,140.46,Reverse-engineered context-sensitive emulation,Female,Uganda,2016-02-03 07:59:00,1,Africa,Uganda,07:00,Wednesday
52.84,26,56694.12,131.68,Optional secondary access,Female,Austria,2016-05-15 13:18:00,0,Europe,Austria,13:00,Sunday
78.64,41,50628.31,144.77,Managed zero tolerance concept,Male,Ethiopia,2016-04-26 13:13:00,1,Africa,Ethiopia,13:00,Tuesday
41.73,28,71222.4,217.37,Inverse local hub,Female,Gabon,2016-06-30 00:19:00,0,Africa,Gabon,00:00,Thursday
80.3,29,66504.16,173.43,Managed client-server access,Male,Australia,2016-01-05 16:26:00,1,Oceania,Australia,16:00,Tuesday
71.03,39,38067.08,207.17,Intuitive exuding service-desk,Female,Zambia,2016-06-07 23:46:00,0,Africa,Zambia,23:00,Tuesday
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,Female,Netherlands,2016-04-04 20:01:00,1,Europe,Netherlands,20:00,Monday
62.26,25,50671.6,138.71,Business-focused transitional solution,Male,Georgia,2016-04-28 02:55:00,0,Asia,Georgia,02:00,Thursday
51.24,36,76003.47,203.9,Decentralized attitude-oriented interface,Male,Belize,2016-01-03 16:01:00,1,North America,Belize,16:00,Sunday
55.6,35,50506.44,214.42,Robust uniform framework,Female,Saint Vincent and the Grenadines,2016-06-29 02:48:00,0,North America,Saint Vincent and the Grenadines,02:00,Wednesday
71.84,39,56180.93,165.52,Enterprise-wide tangible model,Male,American Samoa,2016-01-14 16:30:00,0,Oceania,American Samoa,16:00,Thursday
71.28,36,29398.61,222.25,Virtual scalable secured line,Female,Ukraine,2016-02-26 19:48:00,0,Europe,Ukraine,19:00,Friday
62.42,22,63363.04,245.89,Managed client-server access,Male,Guernsey,2016-04-09 16:31:00,0,Europe,Guernsey,16:00,Saturday
83.71,38,57868.44,130.83,Pre-emptive content-based frame,Male,Western Sahara,2016-04-22 02:07:00,1,Africa,Western Sahara,02:00,Friday
71.28,54,37908.29,182.2,Virtual scalable secured line,Female,Cook Islands,2016-02-26 19:48:00,1,Oceania,Cook Islands,19:00,Friday
76.87,43,66873.9,198.45,Managed client-server access,Male,Yemen,2016-06-17 09:38:00,0,Asia,Yemen,09:00,Friday
68.88,42,59243.46,143.13,Robust logistical utilization,Male,United Kingdom,2016-04-06 11:24:00,1,Europe,United Kingdom,11:00,Wednesday
76.06,39,37334.78,258.62,Cloned object-oriented benchmark,Female,Micronesia,2016-05-08 22:24:00,1,Oceania,Micronesia,22:00,Sunday
51.24,36,59240.24,128.62,Automated object-oriented firmware,Female,Kazakhstan,2016-03-13 20:35:00,0,Asia,Kazakhstan,20:00,Sunday
43.6,35,51119.93,109.07,Future-proofed methodical protocol,Male,Togo,2016-06-29 13:35:00,1,Africa,Togo,13:00,Wednesday
56.3,29,61172.07,216.49,Sharable reciprocal project,Male,Niger,2016-01-26 02:47:00,0,Africa,Niger,02:00,Tuesday
79.81,34,34191.23,168.34,Cloned explicit middleware,Male,Equatorial Guinea,2016-03-11 00:05:00,0,Africa,Equatorial Guinea,00:00,Friday
56.34,40,31265.75,232.78,Sharable reciprocal project,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
46.14,26,56694.12,190.17,Versatile next generation pricing structure,Female,Gabon,2016-02-15 16:52:00,0,Africa,Gabon,16:00,Monday
34.78,30,66359.32,229.99,Operative stable moderator,Male,Puerto Rico,2016-01-20 19:09:00,0,North America,Puerto Rico,19:00,Wednesday
73.49,26,53336.76,131.68,Persistent even-keeled application,Male,Mauritius,2016-03-11 06:49:00,0,Africa,Mauritius,06:00,Friday
55.55,39,48335.2,124.44,Intuitive exuding service-desk,Female,Qatar,2016-01-03 07:13:00,0,Asia,Qatar,07:00,Sunday
76.87,31,56180.93,207.17,Balanced empowering success,Female,Singapore,2016-06-21 14:32:00,0,Asia,Singapore,14:00,Tuesday
85.62,25,50506.44,140.46,Digitized content-based circuit,Female,Lao People's Democratic Republic,2016-01-03 07:13:00,0,Asia,Lao People's Democratic Republic,07:00,Sunday
46.14,28,39799.73,217.37,Sharable reciprocal project,Female,Gabon,2016-05-04 12:06:00,0,Africa,Gabon,12:00,Wednesday
39.36,42,57868.44,120.75,Virtual 5thgeneration neural-net,Male,Czech Republic,2016-02-19 13:26:00,1,Europe,Czech Republic,13:00,Friday
41.73,34,40763.13,160.03,Cloned explicit middleware,Male,Saint Vincent and the Grenadines,2016-02-27 08:52:00,1,North America,Saint Vincent and the Grenadines,08:00,Saturday
41.73,31,42078.89,171.23,Sharable reciprocal project,Female,Singapore,2016-06-21 14:32:00,0,Asia,Singapore,14:00,Tuesday
52.84,23,25739.09,172.81,Phased clear-thinking encoding,Female,Czech Republic,2016-01-14 14:00:00,1,Europe,Czech Republic,14:00,Thursday
63.45,31,61840.26,207.17,Sharable secondary Graphical User Interface,Male,Hong Kong,2016-01-16 17:56:00,0,Asia,Hong Kong,17:00,Saturday
81.1,31,58235.21,207.17,Sharable reciprocal project,Male,American Samoa,2016-05-19 11:16:00,0,Oceania,American Samoa,11:00,Thursday
65.77,34,59785.94,160.03,Cloned explicit middleware,Female,Jamaica,2016-04-27 04:28:00,1,North America,Jamaica,04:00,Wednesday
43.49,37,75180.2,195.69,Managed client-server access,Male,Australia,2016-04-04 20:01:00,0,Oceania,Australia,20:00,Monday
59.59,22,31215.88,121.07,Customizable modular Internet solution,Female,United States of America,2016-07-03 04:11:00,0,North America,United States of America,04:00,Sunday
72.23,30,50671.6,244.91,De-engineered attitude-oriented projection,Male,Guinea,2016-04-27 04:28:00,0,Africa,Guinea,04:00,Wednesday
46.61,55,58633.63,187.76,Function-based context-sensitive secured line,Female,Tonga,2016-04-21 09:30:00,1,Oceania,Tonga,09:00,Thursday
72.97,25,50671.6,241.03,Pre-emptive next generation Internet solution,Male,Georgia,2016-03-18 13:00:00,0,Asia,Georgia,13:00,Friday
60.23,44,60575.99,139.34,Focused coherent success,Male,Northern Mariana Islands,2016-04-03 21:13:00,0,Oceania,United States of America,21:00,Sunday
80.51,55,55015.08,157.04,Decentralized client-driven data-warehouse,Female,Tonga,2016-04-21 09:30:00,1,Oceania,Tonga,09:00,Thursday
39.36,44,66025.11,231.48,Monitored context-sensitive initiative,Male,Czech Republic,2016-05-19 11:16:00,0,Europe,Czech Republic,11:00,Thursday
36.08,35,54324.73,167.42,De-engineered attitude-oriented projection,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
76.2,33,47929.83,178.69,Adaptive contextually-based methodology,Male,Indonesia,2016-02-09 05:28:00,0,Asia,Indonesia,05:00,Tuesday
40.47,35,42696.67,168.41,Stand-alone empowering benchmark,Male,Hong Kong,2016-03-14 23:13:00,0,Asia,Hong Kong,23:00,Monday
56.39,40,73882.91,167.22,Extended systemic policy,Female,Qatar,2016-01-03 07:13:00,0,Asia,Qatar,07:00,Sunday
85.62,25,50506.44,241.03,Pre-emptive next generation Internet solution,Male,Georgia,2016-04-28 02:55:00,0,Asia,Georgia,02:00,Thursday
42.04,52,73049.3,230.18,Horizontal client-server database,Male,Cuba,2016-01-18 02:51:00,0,North America,Cuba,02:00,Monday
59.22,40,73882.91,133.2,Upgradable asymmetric emulation,Male,Samoa,2016-03-09 14:57:00,0,Oceania,Samoa,14:00,Wednesday
36.73,31,59677.64,207.17,Sharable reciprocal project,Male,Switzerland,2016-06-16 02:01:00,0,Europe,Switzerland,02:00,Thursday
48.46,25,50506.44,241.03,Optional multi-state hardware,Female,Grenada,2016-01-03 07:13:00,0,North America,Grenada,07:00,Sunday
80.99,26,68030.18,154.74,Extended systemic policy,Male,Saint Lucia,2016-03-18 13:00:00,0,North America,Saint Lucia,13:00,Friday
80.3,29,69718.19,153.76,Balanced executive definition,Female,Burundi,2016-03-26 19:54:00,0,Africa,Burundi,19:00,Saturday
85.62,25,50506.44,202.18,Customizable multi-tasking website,Female,Qatar,2016-01-03 07:13:00,0,Asia,Qatar,07:00,Sunday
89.0,51,74535.94,188.56,Extended context-sensitive monitoring,Male,Vanuatu,2016-03-06 11:36:00,1,Oceania,Vanuatu,11:00,Sunday
51.24,54,38609.2,182.2,Virtual scalable secured line,Female,South Africa,2016-03-31 20:55:00,0,Africa,South Africa,20:00,Thursday
44.78,26,56694.12,190.17,Intuitive explicit firmware,Female,Bangladesh,2016-01-23 04:47:00,1,Asia,Bangladesh,04:00,Saturday
43.49,31,59677.64,207.17,Customizable zero-defect Internet solution,Male,Hong Kong,2016-07-09 11:18:00,0,Asia,Hong Kong,11:00,Saturday
78.7,33,57868.44,178.75,Cross-platform 4thgeneration focus group,Female,Hungary,2016-05-28 12:38:00,1,Europe,Hungary,12:00,Saturday
52.68,32,70505.06,172.83,Focused upward-trending core,Female,Chile,2016-04-28 22:54:00,0,South America,Chile,22:00,Thursday
64.75,31,56180.93,135.18,Automated mobile model,Female,Timor-Leste,2016-01-03 07:13:00,0,Asia,East Timor,07:00,Sunday
71.14,31,51739.63,207.17,De-engineered tertiary secured line,Male,Hong Kong,2016-06-02 21:02:00,0,Asia,Hong Kong,21:00,Thursday
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,Female,Algeria,2016-02-25 16:33:00,0,Africa,Algeria,16:00,Thursday
43.67,26,53336.76,259.76,Business-focused real-time toolset,Female,United Arab Emirates,2016-03-08 18:00:00,0,Asia,United Arab Emirates,18:00,Tuesday
40.04,42,60514.05,238.58,Innovative interactive portal,Female,Costa Rica,2016-05-19 14:30:00,1,North America,Costa Rica,14:00,Thursday
55.6,35,42993.48,236.87,Robust uniform framework,Female,Mayotte,2016-04-07 15:18:00,1,Africa,Mayotte,15:00,Thursday
65.65,30,57877.15,198.72,Versatile dedicated software,Female,Qatar,2016-06-29 10:50:00,0,Asia,Qatar,10:00,Wednesday
65.65,41,49850.52,219.94,De-engineered attitude-oriented projection,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,Male,Australia,2016-04-04 20:01:00,1,Oceania,Australia,20:00,Monday
80.31,45,32252.38,207.17,Sharable reciprocal project,Female,Bouvet Island (Bouvetoya),2016-02-26 22:46:00,0,Antarctica,Norway,22:00,Friday
60.23,44,65883.39,139.34,Focused coherent success,Male,Cote d'Ivoire,2016-01-30 16:15:00,0,Africa,Ivory Coast,16:00,Saturday
79.54,41,57846.68,227.63,Synergistic reciprocal attitude,Male,Turkey,2016-05-31 23:42:00,1,Asia,Turkey,23:00,Tuesday
82.07,38,57868.44,122.04,Universal 24/7 implementation,Male,Finland,2016-01-05 20:58:00,0,Europe,Finland,20:00,Tuesday
79.52,41,57846.68,126.39,Distributed maximized ability,Female,Micronesia,2016-02-16 12:05:00,1,Oceania,Micronesia,12:00,Tuesday
55.6,39,35253.98,230.52,Intuitive exuding service-desk,Female,Costa Rica,2016-05-08 22:24:00,1,North America,Costa Rica,22:00,Sunday
78.64,32,69481.85,230.18,Total cohesive moratorium,Male,Saudi Arabia,2016-06-09 21:43:00,1,Asia,Saudi Arabia,21:00,Thursday
43.6,35,55121.65,204.79,Cloned dedicated analyzer,Male,American Samoa,2016-07-09 11:18:00,0,Oceania,American Samoa,11:00,Saturday
80.3,52,33951.63,186.37,Universal empowering adapter,Female,Eritrea,2016-07-19 08:32:00,1,Africa,Eritrea,08:00,Tuesday
42.04,49,45632.51,113.8,Streamlined homogeneous analyzer,Female,Netherlands,2016-02-05 16:50:00,1,Europe,Netherlands,16:00,Friday
40.04,28,67669.06,199.39,Synchronized user-facing core,Male,United States Virgin Islands,2016-04-18 15:54:00,0,North America,United States Virgin Islands,15:00,Monday
41.73,31,61840.26,212.87,Sharable reciprocal project,Male,Singapore,2016-05-18 03:19:00,0,Asia,Singapore,03:00,Wednesday
82.07,22,73941.91,133.2,Stand-alone well-modulated product,Female,United States of America,2016-07-03 04:11:00,0,North America,United States of America,04:00,Sunday
45.99,33,61005.87,113.12,Front-line methodical utilization,Male,Iran,2016-06-12 21:21:00,0,Asia,Iran,21:00,Sunday
56.39,29,69646.35,191.82,Visionary asymmetric encryption,Male,Portugal,2016-01-05 16:26:00,1,Europe,Portugal,16:00,Tuesday
43.49,37,58235.21,109.29,Organized global flexibility,Male,Luxembourg,2016-07-21 10:01:00,0,Europe,Luxembourg,10:00,Thursday
35.61,35,25603.93,236.87,Optional multi-state hardware,Female,Faroe Islands,2016-06-29 02:48:00,0,Europe,Faroe Islands,02:00,Wednesday
86.06,32,69481.85,178.92,Total cohesive moratorium,Male,Saudi Arabia,2016-07-13 11:41:00,1,Asia,Saudi Arabia,11:00,Wednesday
